employee_id,employee_name,tasks_completed,average_task_quality,projects_led,client_satisfaction_score,hours_worked,deadline_met_score,innovation_score,efficiency_score,performance_rating
3735,Employee 3735,52,8.0,2,58.0,39,5.0,1.0,9.0,Low
3736,Employee 3736,58,6.0,1,86.0,45,6.0,9.0,8.0,Low
3737,Employee 3737,51,7.0,2,83.0,48,7.0,8.0,5.0,Low
3738,Employee 3738,23,6.0,4,80.0,43,5.0,3.0,7.0,Low
3739,Employee 3739,56,7.0,1,96.0,35,9.0,6.0,5.0,Low
3740,Employee 3740,27,6.0,2,95.0,43,5.0,1.0,5.0,Low
3741,Employee 3741,38,6.0,4,83.0,32,5.0,1.0,6.0,Low
3742,Employee 3742,32,6.0,3,87.0,46,9.0,8.0,7.0,Low
3743,Employee 3743,28,6.0,1,66.0,46,9.0,3.0,7.0,Low
3744,Employee 3744,50,7.0,4,53.0,42,9.0,6.0,7.0,Low
3745,Employee 3745,44,6.0,0,53.0,39,7.0,5.0,6.0,Low
3746,Employee 3746,42,9.0,2,83.0,46,9.0,3.0,5.0,Low
3747,Employee 3747,28,5.0,1,92.0,41,7.0,4.0,6.0,Low
3748,Employee 3748,41,7.0,0,86.0,41,9.0,4.0,5.0,Low
3749,Employee 3749,25,7.0,2,51.0,49,8.0,9.0,6.0,Low
3750,Employee 3750,46,7.0,1,88.0,41,7.0,8.0,5.0,Low
3751,Employee 3751,49,6.0,1,93.0,37,9.0,7.0,8.0,Low
3752,Employee 3752,45,5.0,4,98.0,43,8.0,1.0,9.0,Low
3753,Employee 3753,30,8.0,1,55.0,32,5.0,4.0,8.0,Low
3754,Employee 3754,24,8.0,1,97.0,32,7.0,1.0,8.0,Low
3755,Employee 3755,52,6.0,4,61.0,47,6.0,9.0,9.0,Low
3756,Employee 3756,28,8.0,3,54.0,37,5.0,3.0,6.0,Low
3757,Employee 3757,27,7.0,4,59.0,38,6.0,9.0,7.0,Low
3758,Employee 3758,30,8.0,0,78.0,34,5.0,7.0,5.0,Low
3759,Employee 3759,37,7.0,2,92.0,42,9.0,5.0,5.0,Low
3760,Employee 3760,51,7.0,3,76.0,32,6.0,8.0,5.0,Low
3761,Employee 3761,58,8.0,3,97.0,44,5.0,5.0,7.0,Low
3762,Employee 3762,41,6.0,4,55.0,38,9.0,9.0,5.0,Low
3763,Employee 3763,42,8.0,2,52.0,36,6.0,9.0,6.0,Low
3764,Employee 3764,26,5.0,0,82.0,47,5.0,2.0,7.0,Low
3765,Employee 3765,57,5.0,1,68.0,37,9.0,2.0,5.0,Low
3766,Employee 3766,30,8.0,2,63.0,32,5.0,8.0,9.0,Low
3767,Employee 3767,20,5.0,2,62.0,34,5.0,7.0,7.0,Low
3768,Employee 3768,32,5.0,3,50.0,42,8.0,1.0,9.0,Low
3769,Employee 3769,26,7.0,2,55.0,39,6.0,1.0,5.0,Low
3770,Employee 3770,46,9.0,1,92.0,48,8.0,4.0,7.0,Low
3771,Employee 3771,31,6.0,1,64.0,45,9.0,1.0,7.0,Low
3772,Employee 3772,25,9.0,1,86.0,46,9.0,3.0,6.0,Low
3773,Employee 3773,31,5.0,0,90.0,36,8.0,6.0,5.0,Low
3774,Employee 3774,50,8.0,1,73.0,33,5.0,1.0,7.0,Low
3775,Employee 3775,56,9.0,0,85.0,47,5.0,6.0,6.0,Low
3776,Employee 3776,31,5.0,3,92.0,30,7.0,5.0,9.0,Low
3777,Employee 3777,48,5.0,2,71.0,38,9.0,5.0,9.0,Low
3778,Employee 3778,48,7.0,1,85.0,41,6.0,1.0,5.0,Low
3779,Employee 3779,39,8.0,3,79.0,35,5.0,9.0,8.0,Low
3780,Employee 3780,41,8.0,3,51.0,37,9.0,9.0,9.0,Low
3781,Employee 3781,36,8.0,0,64.0,45,9.0,3.0,9.0,Low
3782,Employee 3782,44,7.0,0,70.0,43,5.0,7.0,8.0,Low
3783,Employee 3783,39,9.0,0,52.0,38,7.0,7.0,7.0,Low
3784,Employee 3784,20,5.0,1,78.0,32,6.0,1.0,6.0,Low
3785,Employee 3785,35,5.0,2,54.0,38,9.0,9.0,7.0,Low
3786,Employee 3786,57,9.0,4,61.0,47,8.0,3.0,7.0,Low
3787,Employee 3787,49,8.0,1,51.0,49,7.0,2.0,8.0,Low
3788,Employee 3788,25,6.0,0,81.0,48,7.0,2.0,5.0,Low
3789,Employee 3789,42,6.0,0,63.0,34,5.0,8.0,9.0,Low
3790,Employee 3790,58,6.0,3,95.0,44,6.0,7.0,9.0,Low
3791,Employee 3791,32,9.0,0,86.0,30,7.0,8.0,7.0,Low
3792,Employee 3792,20,5.0,3,54.0,34,7.0,8.0,7.0,Low
3793,Employee 3793,46,7.0,4,80.0,46,7.0,9.0,5.0,Low
3794,Employee 3794,34,8.0,4,68.0,37,8.0,7.0,6.0,Low
3795,Employee 3795,54,6.0,4,57.0,35,5.0,4.0,6.0,Low
3796,Employee 3796,33,5.0,1,90.0,45,9.0,6.0,6.0,Low
3797,Employee 3797,30,8.0,4,69.0,42,8.0,4.0,9.0,Low
3798,Employee 3798,22,5.0,2,58.0,35,6.0,8.0,9.0,Low
3799,Employee 3799,53,8.0,3,97.0,32,9.0,6.0,6.0,Low
3800,Employee 3800,59,6.0,3,54.0,33,8.0,8.0,9.0,Low
3801,Employee 3801,32,9.0,2,98.0,49,7.0,9.0,6.0,Low
3802,Employee 3802,54,5.0,1,63.0,37,6.0,8.0,5.0,Low
3803,Employee 3803,25,8.0,2,63.0,39,5.0,5.0,6.0,Low
3804,Employee 3804,31,5.0,0,96.0,32,8.0,8.0,7.0,Low
3805,Employee 3805,35,7.0,2,52.0,49,9.0,4.0,5.0,Low
3806,Employee 3806,49,8.0,0,69.0,43,9.0,3.0,9.0,Low
3807,Employee 3807,58,9.0,2,76.0,43,9.0,4.0,6.0,Low
3808,Employee 3808,54,5.0,2,76.0,49,8.0,1.0,9.0,Low
3809,Employee 3809,37,7.0,3,88.0,34,7.0,8.0,9.0,Low
3810,Employee 3810,53,8.0,3,90.0,38,6.0,6.0,6.0,Low
3811,Employee 3811,39,6.0,3,74.0,35,8.0,4.0,8.0,Low
3812,Employee 3812,48,8.0,1,55.0,34,8.0,7.0,7.0,Low
3813,Employee 3813,57,5.0,3,85.0,31,5.0,3.0,5.0,Low
3814,Employee 3814,59,8.0,3,53.0,47,9.0,2.0,5.0,Low
3815,Employee 3815,50,9.0,2,64.0,42,7.0,1.0,5.0,Low
3816,Employee 3816,53,8.0,3,93.0,33,9.0,8.0,8.0,Low
3817,Employee 3817,23,9.0,3,84.0,40,5.0,8.0,5.0,Low
3818,Employee 3818,56,6.0,4,66.0,34,9.0,5.0,8.0,Low
3819,Employee 3819,24,5.0,3,99.0,39,6.0,8.0,7.0,Low
3820,Employee 3820,24,9.0,3,60.0,47,6.0,1.0,7.0,Low
3821,Employee 3821,44,9.0,4,61.0,36,6.0,3.0,9.0,Low
3822,Employee 3822,24,6.0,3,61.0,41,5.0,4.0,5.0,Low
3823,Employee 3823,23,9.0,1,92.0,39,7.0,3.0,8.0,Low
3824,Employee 3824,50,8.0,2,56.0,36,9.0,1.0,7.0,Low
3825,Employee 3825,20,7.0,1,53.0,31,5.0,8.0,9.0,Low
3826,Employee 3826,20,6.0,0,93.0,40,5.0,1.0,5.0,Low
3827,Employee 3827,41,9.0,1,66.0,43,5.0,9.0,6.0,Low
3828,Employee 3828,27,8.0,4,81.0,48,6.0,4.0,6.0,Low
3829,Employee 3829,36,7.0,3,66.0,32,8.0,3.0,6.0,Low
3830,Employee 3830,51,7.0,4,81.0,48,6.0,7.0,7.0,Low
3831,Employee 3831,44,7.0,3,95.0,39,8.0,9.0,5.0,Low
3832,Employee 3832,34,9.0,2,92.0,46,6.0,8.0,9.0,Low
3833,Employee 3833,31,6.0,2,98.0,49,7.0,7.0,6.0,Low
3834,Employee 3834,23,5.0,1,64.0,44,5.0,5.0,9.0,Low
3835,Employee 3835,29,8.0,3,73.0,41,7.0,6.0,9.0,Low
3836,Employee 3836,57,6.0,3,78.0,42,6.0,3.0,9.0,Low
3837,Employee 3837,20,7.0,1,94.0,41,7.0,8.0,7.0,Low
3838,Employee 3838,38,8.0,0,98.0,31,5.0,9.0,6.0,Low
3839,Employee 3839,41,8.0,1,64.0,37,6.0,3.0,5.0,Low
3840,Employee 3840,22,6.0,4,71.0,34,7.0,5.0,5.0,Low
3841,Employee 3841,53,9.0,1,82.0,30,9.0,1.0,7.0,Low
3842,Employee 3842,41,9.0,4,65.0,32,6.0,3.0,6.0,Low
3843,Employee 3843,59,7.0,0,88.0,37,6.0,9.0,8.0,Low
3844,Employee 3844,29,6.0,4,66.0,34,5.0,2.0,6.0,Low
3845,Employee 3845,56,5.0,0,85.0,32,7.0,8.0,5.0,Low
3846,Employee 3846,43,8.0,3,54.0,44,6.0,3.0,7.0,Low
3847,Employee 3847,48,9.0,0,67.0,37,7.0,4.0,5.0,Low
3848,Employee 3848,31,8.0,0,60.0,32,7.0,4.0,7.0,Low
3849,Employee 3849,58,7.0,0,51.0,46,6.0,9.0,7.0,Low
3850,Employee 3850,50,7.0,2,95.0,32,6.0,5.0,7.0,Low
3851,Employee 3851,49,8.0,0,64.0,42,9.0,5.0,8.0,Low
3852,Employee 3852,33,6.0,0,99.0,32,8.0,5.0,8.0,Low
3853,Employee 3853,45,5.0,3,99.0,34,7.0,8.0,7.0,Low
3854,Employee 3854,41,8.0,0,76.0,40,9.0,8.0,7.0,Low
3855,Employee 3855,39,5.0,1,68.0,30,7.0,1.0,5.0,Low
3856,Employee 3856,21,9.0,4,91.0,33,9.0,9.0,6.0,Low
3857,Employee 3857,57,9.0,3,93.0,30,8.0,7.0,5.0,Low
3858,Employee 3858,34,7.0,1,92.0,43,6.0,4.0,5.0,Low
3859,Employee 3859,37,7.0,1,68.0,38,9.0,4.0,7.0,Low
3860,Employee 3860,49,6.0,4,94.0,49,8.0,8.0,8.0,Low
3861,Employee 3861,23,9.0,2,65.0,44,7.0,5.0,5.0,Low
3862,Employee 3862,20,7.0,3,65.0,35,8.0,9.0,8.0,Low
3863,Employee 3863,22,6.0,0,62.0,32,5.0,6.0,8.0,Low
3864,Employee 3864,51,8.0,3,94.0,42,8.0,3.0,5.0,Low
3865,Employee 3865,58,8.0,3,94.0,37,8.0,8.0,8.0,Low
3866,Employee 3866,22,5.0,3,67.0,43,5.0,1.0,7.0,Low
3867,Employee 3867,52,8.0,2,84.0,41,6.0,7.0,7.0,Low
3868,Employee 3868,38,5.0,2,97.0,32,5.0,4.0,7.0,Low
3869,Employee 3869,35,8.0,2,92.0,45,5.0,9.0,6.0,Low
3870,Employee 3870,48,5.0,0,93.0,46,6.0,2.0,8.0,Low
3871,Employee 3871,21,5.0,1,54.0,31,9.0,9.0,9.0,Low
3872,Employee 3872,32,7.0,2,64.0,44,8.0,5.0,9.0,Low
3873,Employee 3873,44,8.0,3,66.0,40,5.0,8.0,9.0,Low
3874,Employee 3874,24,8.0,2,88.0,32,7.0,1.0,7.0,Low
3875,Employee 3875,59,5.0,0,64.0,34,9.0,8.0,9.0,Low
3876,Employee 3876,58,8.0,0,70.0,32,7.0,4.0,8.0,Low
3877,Employee 3877,22,8.0,3,69.0,41,6.0,5.0,7.0,Low
3878,Employee 3878,23,7.0,3,83.0,40,9.0,8.0,7.0,Low
3879,Employee 3879,49,7.0,0,82.0,36,5.0,5.0,5.0,Low
3880,Employee 3880,43,8.0,2,60.0,48,7.0,7.0,7.0,Low
3881,Employee 3881,21,8.0,3,82.0,42,7.0,1.0,5.0,Low
3882,Employee 3882,56,8.0,1,83.0,39,7.0,6.0,8.0,Low
3883,Employee 3883,29,5.0,1,79.0,44,9.0,9.0,8.0,Low
3884,Employee 3884,27,9.0,3,50.0,35,5.0,4.0,8.0,Low
3885,Employee 3885,30,5.0,0,57.0,39,5.0,6.0,9.0,Low
3886,Employee 3886,57,6.0,1,78.0,39,9.0,8.0,5.0,Low
3887,Employee 3887,45,5.0,0,69.0,46,8.0,7.0,9.0,Low
3888,Employee 3888,34,5.0,4,79.0,39,8.0,2.0,6.0,Low
3889,Employee 3889,48,5.0,0,73.0,33,9.0,6.0,6.0,Low
3890,Employee 3890,43,9.0,0,96.0,44,8.0,3.0,7.0,Low
3891,Employee 3891,48,7.0,0,67.0,45,6.0,7.0,8.0,Low
3892,Employee 3892,37,5.0,2,96.0,36,7.0,2.0,8.0,Low
3893,Employee 3893,57,9.0,3,89.0,39,5.0,3.0,6.0,Low
3894,Employee 3894,35,8.0,2,94.0,31,8.0,9.0,6.0,Low
3895,Employee 3895,50,9.0,3,66.0,32,5.0,1.0,5.0,Low
3896,Employee 3896,56,6.0,2,78.0,48,9.0,8.0,8.0,Low
3897,Employee 3897,55,6.0,4,82.0,34,8.0,1.0,6.0,Low
3898,Employee 3898,43,9.0,2,82.0,32,9.0,4.0,9.0,Low
3899,Employee 3899,21,7.0,2,70.0,30,6.0,1.0,7.0,Low
3900,Employee 3900,28,9.0,4,68.0,48,5.0,9.0,5.0,Low
3901,Employee 3901,52,9.0,0,82.0,41,9.0,4.0,8.0,Low
3902,Employee 3902,58,9.0,3,78.0,42,6.0,8.0,8.0,Low
3903,Employee 3903,35,6.0,2,85.0,34,5.0,2.0,7.0,Low
3904,Employee 3904,21,5.0,4,54.0,41,8.0,8.0,5.0,Low
3905,Employee 3905,23,7.0,4,57.0,42,9.0,5.0,6.0,Low
3906,Employee 3906,39,7.0,0,93.0,34,7.0,5.0,9.0,Low
3907,Employee 3907,28,6.0,2,83.0,34,9.0,5.0,9.0,Low
3908,Employee 3908,49,6.0,4,55.0,41,6.0,2.0,7.0,Low
3909,Employee 3909,22,8.0,3,55.0,47,9.0,9.0,6.0,Low
3910,Employee 3910,41,7.0,4,98.0,38,7.0,8.0,9.0,Low
3911,Employee 3911,54,9.0,1,74.0,34,9.0,4.0,9.0,Low
3912,Employee 3912,50,5.0,2,98.0,45,8.0,9.0,8.0,Low
3913,Employee 3913,39,6.0,1,67.0,39,8.0,8.0,6.0,Low
3914,Employee 3914,33,5.0,4,91.0,47,7.0,9.0,8.0,Low
3915,Employee 3915,35,9.0,3,91.0,45,7.0,8.0,5.0,Low
3916,Employee 3916,56,9.0,4,66.0,36,9.0,7.0,6.0,Low
3917,Employee 3917,57,6.0,3,59.0,41,8.0,2.0,9.0,Low
3918,Employee 3918,31,7.0,4,93.0,39,8.0,5.0,6.0,Low
3919,Employee 3919,42,5.0,0,53.0,48,8.0,6.0,8.0,Low
3920,Employee 3920,34,6.0,1,91.0,32,7.0,8.0,5.0,Low
3921,Employee 3921,47,6.0,2,89.0,37,6.0,2.0,8.0,Low
3922,Employee 3922,25,9.0,4,68.0,36,8.0,7.0,8.0,Low
3923,Employee 3923,40,8.0,3,69.0,34,7.0,9.0,5.0,Low
3924,Employee 3924,28,8.0,2,75.0,34,9.0,4.0,7.0,Low
3925,Employee 3925,39,9.0,3,86.0,34,6.0,9.0,8.0,Low
3926,Employee 3926,44,5.0,0,69.0,36,9.0,1.0,6.0,Low
3927,Employee 3927,50,5.0,2,90.0,33,6.0,5.0,6.0,Low
3928,Employee 3928,21,9.0,1,59.0,33,8.0,1.0,8.0,Low
3929,Employee 3929,35,9.0,4,78.0,30,7.0,9.0,8.0,Low
3930,Employee 3930,52,8.0,1,57.0,49,5.0,8.0,8.0,Low
3931,Employee 3931,23,8.0,0,92.0,41,7.0,7.0,7.0,Low
3932,Employee 3932,22,6.0,1,51.0,43,8.0,7.0,5.0,Low
3933,Employee 3933,58,7.0,0,62.0,46,9.0,8.0,6.0,Low
3934,Employee 3934,25,5.0,0,55.0,39,6.0,9.0,7.0,Low
3935,Employee 3935,37,5.0,3,60.0,35,7.0,7.0,6.0,Low
3936,Employee 3936,52,8.0,1,76.0,37,8.0,9.0,8.0,Low
3937,Employee 3937,26,7.0,4,63.0,38,8.0,5.0,7.0,Low
3938,Employee 3938,50,9.0,2,74.0,36,9.0,9.0,8.0,Low
3939,Employee 3939,40,8.0,2,57.0,47,5.0,3.0,6.0,Low
3940,Employee 3940,30,8.0,0,94.0,36,5.0,1.0,8.0,Low
3941,Employee 3941,28,7.0,0,54.0,36,7.0,2.0,8.0,Low
3942,Employee 3942,42,7.0,0,83.0,39,9.0,4.0,7.0,Low
3943,Employee 3943,25,9.0,3,70.0,39,5.0,5.0,7.0,Low
3944,Employee 3944,40,6.0,4,86.0,45,7.0,5.0,6.0,Low
3945,Employee 3945,27,8.0,0,97.0,48,5.0,6.0,6.0,Low
3946,Employee 3946,47,5.0,1,86.0,30,9.0,6.0,8.0,Low
3947,Employee 3947,56,5.0,2,56.0,40,6.0,7.0,5.0,Low
3948,Employee 3948,27,7.0,3,64.0,49,7.0,5.0,9.0,Low
3949,Employee 3949,55,8.0,2,74.0,43,6.0,1.0,5.0,Low
3950,Employee 3950,58,6.0,3,72.0,48,9.0,1.0,5.0,Low
3951,Employee 3951,58,9.0,2,93.0,45,7.0,7.0,5.0,Low
3952,Employee 3952,41,6.0,1,76.0,48,9.0,8.0,6.0,Low
3953,Employee 3953,41,6.0,0,65.0,34,5.0,1.0,8.0,Low
3954,Employee 3954,38,6.0,0,87.0,37,8.0,6.0,6.0,Low
3955,Employee 3955,28,7.0,3,55.0,46,8.0,1.0,5.0,Low
3956,Employee 3956,48,9.0,0,66.0,35,5.0,5.0,7.0,Low
3957,Employee 3957,49,5.0,4,95.0,38,5.0,2.0,5.0,Low
3958,Employee 3958,56,6.0,4,89.0,49,5.0,7.0,8.0,Low
3959,Employee 3959,38,7.0,2,94.0,46,5.0,4.0,7.0,Low
3960,Employee 3960,40,5.0,3,59.0,45,5.0,7.0,8.0,Low
3961,Employee 3961,55,5.0,2,57.0,32,6.0,1.0,6.0,Low
3962,Employee 3962,49,5.0,4,99.0,40,7.0,4.0,6.0,Low
3963,Employee 3963,45,8.0,4,81.0,39,9.0,7.0,8.0,Low
3964,Employee 3964,47,8.0,4,78.0,30,9.0,1.0,7.0,Low
3965,Employee 3965,41,5.0,3,61.0,48,5.0,8.0,8.0,Low
3966,Employee 3966,40,8.0,3,54.0,30,7.0,1.0,8.0,Low
3967,Employee 3967,20,9.0,2,76.0,41,5.0,4.0,7.0,Low
3968,Employee 3968,35,5.0,2,84.0,40,8.0,6.0,8.0,Low
3969,Employee 3969,59,7.0,1,84.0,36,6.0,8.0,7.0,Low
3970,Employee 3970,43,7.0,2,59.0,45,7.0,7.0,8.0,Low
3971,Employee 3971,20,5.0,1,56.0,44,6.0,4.0,6.0,Low
3972,Employee 3972,34,6.0,1,57.0,47,8.0,9.0,9.0,Low
3973,Employee 3973,57,5.0,3,51.0,33,9.0,2.0,9.0,Low
3974,Employee 3974,42,7.0,3,99.0,35,7.0,2.0,6.0,Low
3975,Employee 3975,21,9.0,1,95.0,45,8.0,6.0,5.0,Low
3976,Employee 3976,35,5.0,1,66.0,38,6.0,4.0,6.0,Low
3977,Employee 3977,44,8.0,0,93.0,30,5.0,1.0,6.0,Low
3978,Employee 3978,20,9.0,4,61.0,40,8.0,4.0,7.0,Low
3979,Employee 3979,57,7.0,2,52.0,35,7.0,8.0,8.0,Low
3980,Employee 3980,57,7.0,3,65.0,44,8.0,3.0,5.0,Low
3981,Employee 3981,38,5.0,2,71.0,30,8.0,5.0,7.0,Low
3982,Employee 3982,30,6.0,3,69.0,37,7.0,2.0,7.0,Low
3983,Employee 3983,54,5.0,4,63.0,31,8.0,2.0,6.0,Low
3984,Employee 3984,50,6.0,3,84.0,35,7.0,8.0,7.0,Low
3985,Employee 3985,55,8.0,1,75.0,49,8.0,6.0,6.0,Low
3986,Employee 3986,45,5.0,2,80.0,42,6.0,8.0,8.0,Low
3987,Employee 3987,33,8.0,3,94.0,49,6.0,4.0,7.0,Low
3988,Employee 3988,26,8.0,2,61.0,33,7.0,6.0,8.0,Low
3989,Employee 3989,27,8.0,4,51.0,48,8.0,8.0,6.0,Low
3990,Employee 3990,28,6.0,1,52.0,39,7.0,3.0,8.0,Low
3991,Employee 3991,51,5.0,3,54.0,46,6.0,9.0,6.0,Low
3992,Employee 3992,43,8.0,4,92.0,38,9.0,8.0,7.0,Low
3993,Employee 3993,48,7.0,1,50.0,49,8.0,1.0,5.0,Low
3994,Employee 3994,35,8.0,1,82.0,43,7.0,3.0,6.0,Low
3995,Employee 3995,21,6.0,3,74.0,45,7.0,4.0,5.0,Low
3996,Employee 3996,44,5.0,1,56.0,37,6.0,7.0,6.0,Low
3997,Employee 3997,27,5.0,3,55.0,34,9.0,2.0,5.0,Low
3998,Employee 3998,32,8.0,1,58.0,43,6.0,2.0,7.0,Low
3999,Employee 3999,40,5.0,1,82.0,31,5.0,8.0,5.0,Low
4000,Employee 4000,23,6.0,0,52.0,48,8.0,3.0,5.0,Low
4001,Employee 4001,51,5.0,0,60.0,31,6.0,7.0,9.0,Low
4002,Employee 4002,56,5.0,0,74.0,49,7.0,2.0,9.0,Low
4003,Employee 4003,25,8.0,0,92.0,32,9.0,6.0,9.0,Low
4004,Employee 4004,52,7.0,1,81.0,32,8.0,8.0,7.0,Low
4005,Employee 4005,23,5.0,2,95.0,45,6.0,6.0,5.0,Low
4006,Employee 4006,40,7.0,1,73.0,35,8.0,2.0,9.0,Low
4007,Employee 4007,51,9.0,0,80.0,43,6.0,6.0,6.0,Low
4008,Employee 4008,37,7.0,1,53.0,31,5.0,8.0,8.0,Low
4009,Employee 4009,56,9.0,1,59.0,45,6.0,9.0,5.0,Low
4010,Employee 4010,51,7.0,0,69.0,32,5.0,7.0,7.0,Low
4011,Employee 4011,54,7.0,2,50.0,38,6.0,8.0,8.0,Low
4012,Employee 4012,52,7.0,4,70.0,36,8.0,1.0,5.0,Low
4013,Employee 4013,40,5.0,1,90.0,30,6.0,1.0,7.0,Low
4014,Employee 4014,34,7.0,0,50.0,31,6.0,1.0,9.0,Low
4015,Employee 4015,52,5.0,1,63.0,43,6.0,4.0,7.0,Low
4016,Employee 4016,26,5.0,1,52.0,44,9.0,4.0,6.0,Low
4017,Employee 4017,47,7.0,0,83.0,30,6.0,6.0,6.0,Low
4018,Employee 4018,59,6.0,4,50.0,33,5.0,9.0,9.0,Low
4019,Employee 4019,49,6.0,3,55.0,46,8.0,9.0,8.0,Low
4020,Employee 4020,38,7.0,4,80.0,37,6.0,3.0,8.0,Low
4021,Employee 4021,29,5.0,1,60.0,46,8.0,1.0,8.0,Low
4022,Employee 4022,42,6.0,4,86.0,37,8.0,5.0,6.0,Low
4023,Employee 4023,27,6.0,3,63.0,31,8.0,8.0,7.0,Low
4024,Employee 4024,34,5.0,3,70.0,49,5.0,6.0,7.0,Low
4025,Employee 4025,21,5.0,3,59.0,49,6.0,6.0,8.0,Low
4026,Employee 4026,49,8.0,4,63.0,46,6.0,6.0,5.0,Low
4027,Employee 4027,42,6.0,1,56.0,48,5.0,4.0,8.0,Low
4028,Employee 4028,23,9.0,2,66.0,31,6.0,7.0,9.0,Low
4029,Employee 4029,44,6.0,1,70.0,36,9.0,2.0,8.0,Low
4030,Employee 4030,58,7.0,1,90.0,43,8.0,1.0,7.0,Low
4031,Employee 4031,22,8.0,3,74.0,40,7.0,1.0,8.0,Low
4032,Employee 4032,32,9.0,0,67.0,48,6.0,1.0,5.0,Low
4033,Employee 4033,49,9.0,1,77.0,38,8.0,9.0,8.0,Low
4034,Employee 4034,56,9.0,3,77.0,47,9.0,3.0,6.0,Low
4035,Employee 4035,47,7.0,2,65.0,37,9.0,3.0,9.0,Low
4036,Employee 4036,59,8.0,0,65.0,41,9.0,8.0,8.0,Low
4037,Employee 4037,59,9.0,2,77.0,47,8.0,5.0,8.0,Low
4038,Employee 4038,51,9.0,1,84.0,44,8.0,7.0,5.0,Low
4039,Employee 4039,49,9.0,0,63.0,38,6.0,3.0,7.0,Low
4040,Employee 4040,39,9.0,1,95.0,43,5.0,1.0,7.0,Low
4041,Employee 4041,33,5.0,0,60.0,44,9.0,7.0,9.0,Low
4042,Employee 4042,24,7.0,1,81.0,49,9.0,4.0,8.0,Low
4043,Employee 4043,37,9.0,4,77.0,34,8.0,9.0,5.0,Low
4044,Employee 4044,59,5.0,2,94.0,36,5.0,1.0,5.0,Low
4045,Employee 4045,54,9.0,2,70.0,33,5.0,2.0,9.0,Low
4046,Employee 4046,21,9.0,1,57.0,38,8.0,2.0,9.0,Low
4047,Employee 4047,34,5.0,3,53.0,44,5.0,9.0,7.0,Low
4048,Employee 4048,36,7.0,2,80.0,34,7.0,1.0,9.0,Low
4049,Employee 4049,52,5.0,1,75.0,42,9.0,8.0,5.0,Low
4050,Employee 4050,55,6.0,1,51.0,35,7.0,4.0,6.0,Low
4051,Employee 4051,45,9.0,4,65.0,32,9.0,1.0,5.0,Low
4052,Employee 4052,51,5.0,0,81.0,42,5.0,5.0,5.0,Low
4053,Employee 4053,26,7.0,4,61.0,31,6.0,5.0,5.0,Low
4054,Employee 4054,41,9.0,3,83.0,39,8.0,9.0,7.0,Low
4055,Employee 4055,28,9.0,2,53.0,37,8.0,4.0,5.0,Low
4056,Employee 4056,59,9.0,2,66.0,40,7.0,4.0,8.0,Low
4057,Employee 4057,42,5.0,4,77.0,31,9.0,4.0,6.0,Low
4058,Employee 4058,27,7.0,0,81.0,46,6.0,8.0,9.0,Low
4059,Employee 4059,43,5.0,1,60.0,33,8.0,7.0,5.0,Low
4060,Employee 4060,24,5.0,1,75.0,30,5.0,8.0,7.0,Low
4061,Employee 4061,43,6.0,3,88.0,30,6.0,6.0,8.0,Low
4062,Employee 4062,57,9.0,1,94.0,46,5.0,2.0,9.0,Low
4063,Employee 4063,33,8.0,4,82.0,36,6.0,8.0,7.0,Low
4064,Employee 4064,21,5.0,0,51.0,37,5.0,8.0,5.0,Low
4065,Employee 4065,58,8.0,0,64.0,35,6.0,1.0,9.0,Low
4066,Employee 4066,40,6.0,0,92.0,49,9.0,7.0,7.0,Low
4067,Employee 4067,42,8.0,3,96.0,30,6.0,9.0,9.0,Low
4068,Employee 4068,48,6.0,3,66.0,32,5.0,1.0,7.0,Low
4069,Employee 4069,43,8.0,1,83.0,33,9.0,1.0,5.0,Low
4070,Employee 4070,35,6.0,1,93.0,43,6.0,2.0,9.0,Low
4071,Employee 4071,53,9.0,3,73.0,46,7.0,5.0,6.0,Low
4072,Employee 4072,32,5.0,1,93.0,35,8.0,1.0,9.0,Low
4073,Employee 4073,51,8.0,2,63.0,49,6.0,5.0,9.0,Low
4074,Employee 4074,52,5.0,3,98.0,38,6.0,2.0,5.0,Low
4075,Employee 4075,28,6.0,1,60.0,34,7.0,3.0,6.0,Low
4076,Employee 4076,32,5.0,0,88.0,45,7.0,8.0,9.0,Low
4077,Employee 4077,57,6.0,3,74.0,39,8.0,1.0,6.0,Low
4078,Employee 4078,50,9.0,3,64.0,30,5.0,8.0,6.0,Low
4079,Employee 4079,46,9.0,1,84.0,30,8.0,7.0,7.0,Low
4080,Employee 4080,58,7.0,3,50.0,36,8.0,2.0,5.0,Low
4081,Employee 4081,48,7.0,0,73.0,45,7.0,5.0,9.0,Low
4082,Employee 4082,33,7.0,3,76.0,37,9.0,4.0,8.0,Low
4083,Employee 4083,40,6.0,3,77.0,33,9.0,5.0,7.0,Low
4084,Employee 4084,37,6.0,0,51.0,42,5.0,3.0,7.0,Low
4085,Employee 4085,58,6.0,1,67.0,37,6.0,2.0,8.0,Low
4086,Employee 4086,38,5.0,3,62.0,38,8.0,2.0,5.0,Low
4087,Employee 4087,22,5.0,1,93.0,31,9.0,4.0,8.0,Low
4088,Employee 4088,41,6.0,2,64.0,41,6.0,7.0,5.0,Low
4089,Employee 4089,21,8.0,4,77.0,44,8.0,9.0,5.0,Low
4090,Employee 4090,45,9.0,4,54.0,41,5.0,6.0,9.0,Low
4091,Employee 4091,40,5.0,0,77.0,31,5.0,1.0,6.0,Low
